Dependency=ASHRAE IECC Climate Zone 2004 - 2A Split	Dependency=Heating Fuel	Dependency=Vintage	Option=Ducted Heat Pump	Option=Ducted Heating	Option=Non-Ducted Heat Pump	Option=Non-Ducted Heating	Option=None	source_count	source_weight	sampling_probability
4C	Propane	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	24	55567.2	8.17E-05
4C	Electricity	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	37	387687	0.00264689
4C	Fuel Oil	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	17	50079.2	1.76E-05
4C	Natural Gas	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	17	50079.2	0.0018597
4C	None	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	1	13757.9	1.99E-05
4C	Other Fuel	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	17	50079.2	0.000198342
4C	Propane	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	17	50079.2	0.000187786
4C	Electricity	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	22	108691	0.00203395
4C	Fuel Oil	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	24	31782.5	1.44E-05
4C	Natural Gas	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	24	31782.5	0.00191224
4C	None	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	2	9733.13	1.59E-05
4C	Other Fuel	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	24	31782.5	0.000121194
4C	Propane	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	24	31782.5	0.000194203
4C	Electricity	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	22	108691	0.00106605
4C	Fuel Oil	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	24	31782.5	2.47E-06
4C	Natural Gas	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	24	31782.5	0.000650294
4C	None	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	2	9733.13	1.20E-05
4C	Other Fuel	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	24	31782.5	3.71E-05
4C	Propane	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	24	31782.5	4.16E-05
4C	Electricity	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	13	133503	0.00111304
4C	Fuel Oil	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	19	49730.4	0.000139378
4C	Natural Gas	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	19	49730.4	0.00142917
4C	None	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	2	21184.4	2.29E-05
4C	Other Fuel	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	19	49730.4	0.00021641
4C	Propane	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	19	49730.4	7.16E-05
5A	Electricity	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	6	83969	0.00152993
5A	Fuel Oil	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	126	361460	0.00155918
5A	Natural Gas	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	126	361460	0.0105774
5A	None	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	1	4269.74	6.22E-05
5A	Other Fuel	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	126	361460	0.000320691
5A	Propane	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	126	361460	0.00051003
5A	Electricity	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	18	214615	0.00313566
5A	Fuel Oil	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	336	962397	0.00359333
5A	Natural Gas	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	336	962397	0.0213066
5A	None	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	0.000102248
5A	Other Fuel	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	336	962397	0.000553731
5A	Propane	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	336	962397	0.000873958
5A	Electricity	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	36	525953	0.00460579
5A	Fuel Oil	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	258	710352	0.00266936
5A	Natural Gas	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	258	710352	0.0170116
5A	None	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	1	5795.56	0.000123936
5A	Other Fuel	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	258	710352	0.000582652
5A	Propane	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	258	710352	0.000937089
5A	Electricity	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	73	871158	0.0088256
5A	Fuel Oil	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	264	708738	0.00277199
5A	Natural Gas	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	264	708738	0.0167724
5A	None	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	0.000183751
5A	Other Fuel	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	264	708738	0.00102283
5A	Propane	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	264	708738	0.00155994
5A	Electricity	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	79	854369	0.00611023
5A	Fuel Oil	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	229	549467	0.00219781
5A	Natural Gas	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	229	549467	0.0116918
5A	None	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	0.000102967
5A	Other Fuel	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	229	549467	0.000836522
5A	Propane	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	229	549467	0.00139487
5A	Electricity	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	30	326792	0.00518317
5A	Fuel Oil	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	178	535724	0.00171907
5A	Natural Gas	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	178	535724	0.0145837
5A	None	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	1	18145.6	0.000106044
5A	Other Fuel	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	178	535724	0.000755047
5A	Propane	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	178	535724	0.00197107
5A	Electricity	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	35	210664	0.00454797
5A	Fuel Oil	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	158	213112	0.00117327
5A	Natural Gas	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	158	213112	0.0128721
5A	None	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	1	9750.05	8.61E-05
5A	Other Fuel	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	158	213112	0.000615664
5A	Propane	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	158	213112	0.00175845
5A	Electricity	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	35	210664	0.00221237
5A	Fuel Oil	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	158	213112	0.000125435
5A	Natural Gas	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	158	213112	0.00401717
5A	None	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	1	9750.05	4.86E-05
5A	Other Fuel	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	158	213112	0.000187766
5A	Propane	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	158	213112	0.000552174
5A	Electricity	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	41	452702	0.00564207
5A	Fuel Oil	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	529	1.33E+06	0.00573721
5A	Natural Gas	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	529	1.33E+06	0.0348772
5A	None	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	2	34488.8	0.000240144
5A	Other Fuel	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	529	1.33E+06	0.00169014
5A	Propane	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	529	1.33E+06	0.00255916
5B	Electricity	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	1	6435.56	0.000349318
5B	Fuel Oil	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	10	27063.3	3.39E-05
5B	Natural Gas	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	10	27063.3	0.000803551
5B	None	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	6.29E-06
5B	Other Fuel	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	10	27063.3	9.27E-05
5B	Propane	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	10	27063.3	4.57E-05
5B	Electricity	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	3	70039.8	0.000696689
5B	Fuel Oil	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	26	59189.9	5.45E-05
5B	Natural Gas	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	26	59189.9	0.00189636
5B	None	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	9.62E-06
5B	Other Fuel	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	26	59189.9	0.000134498
5B	Propane	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	26	59189.9	7.20E-05
5B	Electricity	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	5	44540.2	0.000834762
5B	Fuel Oil	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	23	46839.5	3.96E-05
5B	Natural Gas	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	23	46839.5	0.00188242
5B	None	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	1	16624	1.38E-05
5B	Other Fuel	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	23	46839.5	0.000193294
5B	Propane	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	23	46839.5	0.000109686
5B	Electricity	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	29	236186	0.00212656
5B	Fuel Oil	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	97	161687	5.60E-05
5B	Natural Gas	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	97	161687	0.00384108
5B	None	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	3.14E-05
5B	Other Fuel	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	97	161687	0.000493397
5B	Propane	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	97	161687	0.000252966
5B	Electricity	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	17	206935	0.00157219
5B	Fuel Oil	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	78	152826	3.06E-05
5B	Natural Gas	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	78	152826	0.00285555
5B	None	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	2.32E-05
5B	Other Fuel	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	78	152826	0.000444272
5B	Propane	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	78	152826	0.00026873
5B	Electricity	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	12	93072.4	0.00178251
5B	Fuel Oil	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	66	134094	2.52E-05
5B	Natural Gas	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	66	134094	0.00393999
5B	None	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	2.27E-05
5B	Other Fuel	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	66	134094	0.000401523
5B	Propane	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	66	134094	0.000424825
5B	Electricity	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	11	58466.3	0.00168469
5B	Fuel Oil	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	56	62699.4	1.78E-05
5B	Natural Gas	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	56	62699.4	0.00437116
5B	None	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	1.28E-05
5B	Other Fuel	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	56	62699.4	0.000299761
5B	Propane	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	56	62699.4	0.000375015
5B	Electricity	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	11	58466.3	0.000796905
5B	Fuel Oil	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	56	62699.4	2.33E-06
5B	Natural Gas	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	56	62699.4	0.00164674
5B	None	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	1.12E-05
5B	Other Fuel	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	56	62699.4	6.71E-05
5B	Propane	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	56	62699.4	7.95E-05
5B	Electricity	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	2	28110.6	0.000664451
5B	Fuel Oil	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	28	74491	7.53E-05
5B	Natural Gas	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	28	74491	0.00176382
5B	None	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	2.21E-05
5B	Other Fuel	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	28	74491	0.000239896
5B	Propane	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	28	74491	0.000139728
6A	Electricity	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	7	40293.4	0.000316617
6A	Fuel Oil	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	39	68640.3	0.000432894
6A	Natural Gas	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	39	68640.3	0.00184044
6A	None	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	9.21E-06
6A	Other Fuel	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	39	68640.3	0.000175265
6A	Propane	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	39	68640.3	0.000292649
6A	Electricity	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	7	38444	0.00064418
6A	Fuel Oil	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	106	179019	0.000757961
6A	Natural Gas	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	106	179019	0.00387733
6A	None	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	2.45E-05
6A	Other Fuel	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	106	179019	0.000262654
6A	Propane	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	106	179019	0.000472472
6A	Electricity	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	10	60893.4	0.000927664
6A	Fuel Oil	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	89	149214	0.000748699
6A	Natural Gas	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	89	149214	0.00328107
6A	None	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	1	4994.87	3.59E-05
6A	Other Fuel	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	89	149214	0.000329814
6A	Propane	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	89	149214	0.000544444
6A	Electricity	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	23	132553	0.00177262
6A	Fuel Oil	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	140	251709	0.00110464
6A	Natural Gas	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	140	251709	0.00423194
6A	None	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	6.93E-05
6A	Other Fuel	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	140	251709	0.000706833
6A	Propane	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	140	251709	0.00108918
6A	Electricity	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	10	116502	0.00144624
6A	Fuel Oil	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	107	182034	0.00102798
6A	Natural Gas	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	107	182034	0.00315956
6A	None	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	4.63E-05
6A	Other Fuel	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	107	182034	0.000633321
6A	Propane	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	107	182034	0.000994989
6A	Electricity	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	10	83476.8	0.00121497
6A	Fuel Oil	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	113	210098	0.000866083
6A	Natural Gas	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	113	210098	0.0038541
6A	None	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	3.96E-05
6A	Other Fuel	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	113	210098	0.000551839
6A	Propane	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	113	210098	0.00125621
6A	Electricity	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	18	61246.8	0.00109453
6A	Fuel Oil	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	104	83441	0.000774241
6A	Natural Gas	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	104	83441	0.0035478
6A	None	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	3.60E-05
6A	Other Fuel	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	104	83441	0.000528975
6A	Propane	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	104	83441	0.00126333
6A	Electricity	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	18	61246.8	0.000628958
6A	Fuel Oil	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	104	83441	9.35E-05
6A	Natural Gas	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	104	83441	0.00115702
6A	None	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	1.68E-05
6A	Other Fuel	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	104	83441	0.000157674
6A	Propane	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	104	83441	0.000409033
6A	Electricity	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	23	162953	0.00129802
6A	Fuel Oil	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	163	273382	0.00223256
6A	Natural Gas	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	163	273382	0.00674508
6A	None	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	1	14198.2	5.94E-05
6A	Other Fuel	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	163	273382	0.00107112
6A	Propane	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	163	273382	0.00155008
6B	Electricity	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	7	5494.55	7.83E-05
6B	Fuel Oil	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	39	9360.04	7.46E-06
6B	Natural Gas	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	39	9360.04	0.00024854
6B	None	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	1.13E-06
6B	Other Fuel	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	39	9360.04	3.90E-05
6B	Propane	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	39	9360.04	3.86E-05
6B	Electricity	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	7	5242.37	0.000141992
6B	Fuel Oil	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	106	24411.7	1.10E-05
6B	Natural Gas	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	106	24411.7	0.000487715
6B	None	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	1.82E-06
6B	Other Fuel	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	106	24411.7	5.39E-05
6B	Propane	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	106	24411.7	5.02E-05
6B	Electricity	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	10	8303.64	0.000169398
6B	Fuel Oil	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	89	20347.4	8.06E-06
6B	Natural Gas	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	89	20347.4	0.000410387
6B	None	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	1	681.119	4.67E-06
6B	Other Fuel	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	89	20347.4	6.39E-05
6B	Propane	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	89	20347.4	6.04E-05
6B	Electricity	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	23	18075.4	0.000527432
6B	Fuel Oil	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	140	34324	1.23E-05
6B	Natural Gas	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	140	34324	0.000829953
6B	None	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	6.14E-06
6B	Other Fuel	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	140	34324	0.000190527
6B	Propane	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	140	34324	0.000153863
6B	Electricity	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	10	15886.7	0.000388028
6B	Fuel Oil	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	107	24822.8	7.23E-06
6B	Natural Gas	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	107	24822.8	0.000486084
6B	None	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	3.73E-06
6B	Other Fuel	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	107	24822.8	0.000162799
6B	Propane	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	107	24822.8	0.000111287
6B	Electricity	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	10	11383.2	0.000356971
6B	Fuel Oil	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	113	28649.7	6.72E-06
6B	Natural Gas	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	113	28649.7	0.000648736
6B	None	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	3.31E-06
6B	Other Fuel	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	113	28649.7	0.000126792
6B	Propane	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	113	28649.7	0.000206118
6B	Electricity	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	18	8351.83	0.000363429
6B	Fuel Oil	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	104	11378.3	4.74E-06
6B	Natural Gas	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	104	11378.3	0.000800493
6B	None	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	5.77E-06
6B	Other Fuel	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	104	11378.3	0.000128726
6B	Propane	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	104	11378.3	0.000230258
6B	Electricity	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	18	8351.83	0.000173965
6B	Fuel Oil	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	104	11378.3	1.09E-06
6B	Natural Gas	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	104	11378.3	0.000296875
6B	None	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	4.81E-06
6B	Other Fuel	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	104	11378.3	3.75E-05
6B	Propane	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	104	11378.3	5.24E-05
6B	Electricity	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	23	22220.8	0.000198576
6B	Fuel Oil	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	163	37279.3	2.31E-05
6B	Natural Gas	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	163	37279.3	0.000637901
6B	None	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	1	1936.11	6.65E-06
6B	Other Fuel	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	163	37279.3	0.000115624
6B	Propane	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	163	37279.3	0.000102459
7A	Electricity	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	1	3993.97	5.53E-05
7A	Fuel Oil	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	6	8057.05	4.32E-05
7A	Natural Gas	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	6	8057.05	0.000220331
7A	None	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	2.97E-06
7A	Other Fuel	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	6	8057.05	3.93E-05
7A	Propane	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	6	8057.05	8.80E-05
7A	Electricity	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	3	12926.3	0.000103999
7A	Fuel Oil	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	17	26055.4	6.62E-05
7A	Natural Gas	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	17	26055.4	0.000382739
7A	None	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	4.53E-06
7A	Other Fuel	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	17	26055.4	4.61E-05
7A	Propane	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	17	26055.4	0.000125858
7A	Electricity	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	4	19902.8	0.000142398
7A	Fuel Oil	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	7	9912.15	5.76E-05
7A	Natural Gas	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	7	9912.15	0.00030561
7A	None	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	4.62E-06
7A	Other Fuel	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	7	9912.15	5.26E-05
7A	Propane	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	7	9912.15	0.000139443
7A	Electricity	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	6	30175.2	0.00035568
7A	Fuel Oil	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	17	24583.3	8.61E-05
7A	Natural Gas	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	17	24583.3	0.000423962
7A	None	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	1.22E-05
7A	Other Fuel	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	17	24583.3	0.00011369
7A	Propane	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	17	24583.3	0.000289503
7A	Electricity	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	3	16246.9	0.000254227
7A	Fuel Oil	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	5	8880.24	3.97E-05
7A	Natural Gas	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	5	8880.24	0.000250173
7A	None	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	4.61E-06
7A	Other Fuel	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	5	8880.24	9.22E-05
7A	Propane	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	5	8880.24	0.000229005
7A	Electricity	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	3	12913.7	0.000223001
7A	Fuel Oil	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	11	15743.7	3.53E-05
7A	Natural Gas	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	11	15743.7	0.000335183
7A	None	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	5.36E-06
7A	Other Fuel	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	11	15743.7	9.20E-05
7A	Propane	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	11	15743.7	0.000331129
7A	Electricity	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	2	5267.54	0.000261114
