Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Wall Type	"Option=Wood Stud, Uninsulated"	"Option=Wood Stud, R-7"	"Option=Wood Stud, R-11"	"Option=Wood Stud, R-15"	"Option=Wood Stud, R-19"	"Option=CMU, 6-in Hollow, Uninsulated"	"Option=CMU, 6-in Hollow, R-7"	"Option=CMU, 6-in Hollow, R-11"	"Option=CMU, 6-in Hollow, R-15"	"Option=CMU, 6-in Hollow, R-19"	"Option=Brick, 12-in, 3-wythe, Uninsulated"	"Option=Brick, 12-in, 3-wythe, R-7"	"Option=Brick, 12-in, 3-wythe, R-11"	"Option=Brick, 12-in, 3-wythe, R-15"	"Option=Brick, 12-in, 3-wythe, R-19"	Option=Void	sampling_probability
CR06	1950s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR07	1950s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR08	1950s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR09	1950s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR10	1950s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR11	1950s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR02	1960s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR05	1960s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR03	1960s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR04	1960s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR06	1960s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR07	1960s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR08	1960s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR09	1960s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR10	1960s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR11	1960s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR02	1970s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR05	1970s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR03	1970s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR04	1970s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR06	1970s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR07	1970s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR08	1970s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR09	1970s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR10	1970s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR11	1970s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR02	1980s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR05	1980s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR03	1980s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR04	1980s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR06	1980s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR07	1980s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR08	1980s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR09	1980s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR10	1980s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR11	1980s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR02	1990s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR05	1990s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR03	1990s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR04	1990s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR06	1990s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR07	1990s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR08	1990s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR09	1990s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR10	1990s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR11	1990s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR02	2000s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR05	2000s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR03	2000s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR04	2000s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR06	2000s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR07	2000s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR08	2000s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR09	2000s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR10	2000s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR11	2000s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR02	1940s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR05	1940s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR03	1940s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR04	1940s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR06	1940s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR07	1940s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR08	1940s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR09	1940s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR10	1940s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR11	1940s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR02	2010s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR05	2010s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR03	2010s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR04	2010s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR06	2010s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR07	2010s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR08	2010s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR09	2010s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR10	2010s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR11	2010s	Void	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR02	<1940	Steel Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	0.000143713
CR05	<1940	Steel Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	3.12E-05
CR03	<1940	Steel Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	0.000380519
CR04	<1940	Steel Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	0.000538554
CR06	<1940	Steel Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	9.82E-05
CR07	<1940	Steel Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	0.00179954
CR08	<1940	Steel Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	0.000303264
CR09	<1940	Steel Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	0.000359594
CR10	<1940	Steel Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	3.44E-05
CR11	<1940	Steel Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	0.000317242
CR02	1950s	Steel Frame	0.090909091	0.323232323	0.454545455	0.131313131	0	0	0	0	0	0	0	0	0	0	0	0	6.36E-05
CR05	1950s	Steel Frame	0.090909091	0.323232323	0.454545455	0.131313131	0	0	0	0	0	0	0	0	0	0	0	0	3.27E-05
CR03	1950s	Steel Frame	0.090909091	0.323232323	0.454545455	0.131313131	0	0	0	0	0	0	0	0	0	0	0	0	9.85E-05
CR04	1950s	Steel Frame	0.090909091	0.323232323	0.454545455	0.131313131	0	0	0	0	0	0	0	0	0	0	0	0	0.000244195
CR06	1950s	Steel Frame	0.090909091	0.323232323	0.454545455	0.131313131	0	0	0	0	0	0	0	0	0	0	0	0	4.44E-05
CR07	1950s	Steel Frame	0.090909091	0.323232323	0.454545455	0.131313131	0	0	0	0	0	0	0	0	0	0	0	0	0.000988596
CR08	1950s	Steel Frame	0.090909091	0.323232323	0.454545455	0.131313131	0	0	0	0	0	0	0	0	0	0	0	0	0.000211362
CR09	1950s	Steel Frame	0.090909091	0.323232323	0.454545455	0.131313131	0	0	0	0	0	0	0	0	0	0	0	0	0.000742823
CR10	1950s	Steel Frame	0.090909091	0.323232323	0.454545455	0.131313131	0	0	0	0	0	0	0	0	0	0	0	0	6.03E-05
CR11	1950s	Steel Frame	0.090909091	0.323232323	0.454545455	0.131313131	0	0	0	0	0	0	0	0	0	0	0	0	0.000205384
CR02	1960s	Steel Frame	0.059405941	0.148514851	0.435643564	0.237623762	0.118811881	0	0	0	0	0	0	0	0	0	0	0	0.000130633
CR05	1960s	Steel Frame	0.059405941	0.148514851	0.435643564	0.237623762	0.118811881	0	0	0	0	0	0	0	0	0	0	0	0.000100388
CR03	1960s	Steel Frame	0.059405941	0.148514851	0.435643564	0.237623762	0.118811881	0	0	0	0	0	0	0	0	0	0	0	0.000194487
CR04	1960s	Steel Frame	0.059405941	0.148514851	0.435643564	0.237623762	0.118811881	0	0	0	0	0	0	0	0	0	0	0	0.00044468
CR06	1960s	Steel Frame	0.059405941	0.148514851	0.435643564	0.237623762	0.118811881	0	0	0	0	0	0	0	0	0	0	0	9.05E-05
CR07	1960s	Steel Frame	0.059405941	0.148514851	0.435643564	0.237623762	0.118811881	0	0	0	0	0	0	0	0	0	0	0	0.00119349
CR08	1960s	Steel Frame	0.059405941	0.148514851	0.435643564	0.237623762	0.118811881	0	0	0	0	0	0	0	0	0	0	0	0.000403032
CR09	1960s	Steel Frame	0.059405941	0.148514851	0.435643564	0.237623762	0.118811881	0	0	0	0	0	0	0	0	0	0	0	0.00114449
CR10	1960s	Steel Frame	0.059405941	0.148514851	0.435643564	0.237623762	0.118811881	0	0	0	0	0	0	0	0	0	0	0	0.00020072
CR11	1960s	Steel Frame	0.059405941	0.148514851	0.435643564	0.237623762	0.118811881	0	0	0	0	0	0	0	0	0	0	0	0.00052896
CR02	1970s	Steel Frame	0	0.060606061	0.717171717	0.121212121	0.101010101	0	0	0	0	0	0	0	0	0	0	0	0.000259922
CR05	1970s	Steel Frame	0	0.060606061	0.717171717	0.121212121	0.101010101	0	0	0	0	0	0	0	0	0	0	0	0.000280784
CR03	1970s	Steel Frame	0	0.060606061	0.717171717	0.121212121	0.101010101	0	0	0	0	0	0	0	0	0	0	0	0.000349529
CR04	1970s	Steel Frame	0	0.060606061	0.717171717	0.121212121	0.101010101	0	0	0	0	0	0	0	0	0	0	0	0.000677952
CR06	1970s	Steel Frame	0	0.060606061	0.717171717	0.121212121	0.101010101	0	0	0	0	0	0	0	0	0	0	0	0.000154083
CR07	1970s	Steel Frame	0	0.060606061	0.717171717	0.121212121	0.101010101	0	0	0	0	0	0	0	0	0	0	0	0.000937774
CR08	1970s	Steel Frame	0	0.060606061	0.717171717	0.121212121	0.101010101	0	0	0	0	0	0	0	0	0	0	0	0.00054374
CR09	1970s	Steel Frame	0	0.060606061	0.717171717	0.121212121	0.101010101	0	0	0	0	0	0	0	0	0	0	0	0.00293029
CR10	1970s	Steel Frame	0	0.060606061	0.717171717	0.121212121	0.101010101	0	0	0	0	0	0	0	0	0	0	0	0.000598824
CR11	1970s	Steel Frame	0	0.060606061	0.717171717	0.121212121	0.101010101	0	0	0	0	0	0	0	0	0	0	0	0.000883705
CR02	1980s	Steel Frame	0	0.060606061	0.717171717	0.121212121	0.101010101	0	0	0	0	0	0	0	0	0	0	0	0.000105339
CR05	1980s	Steel Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	0.000129584
CR03	1980s	Steel Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	0.000191561
CR04	1980s	Steel Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	0.000178048
CR06	1980s	Steel Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	7.52E-05
CR07	1980s	Steel Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	0.000258974
CR08	1980s	Steel Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	0.000307764
CR09	1980s	Steel Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	0.00249901
CR10	1980s	Steel Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	0.000294455
CR11	1980s	Steel Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	0.000328962
CR02	1990s	Steel Frame	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.000102843
CR05	1990s	Steel Frame	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.00015406
CR03	1990s	Steel Frame	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.000119263
CR04	1990s	Steel Frame	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.000173041
CR06	1990s	Steel Frame	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.000105558
CR07	1990s	Steel Frame	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.000199567
CR08	1990s	Steel Frame	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.000339906
CR09	1990s	Steel Frame	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.00343917
CR10	1990s	Steel Frame	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.000307054
CR11	1990s	Steel Frame	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.00023383
CR02	2000s	Steel Frame	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.000111306
CR05	2000s	Steel Frame	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.000100974
CR03	2000s	Steel Frame	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.000106509
CR04	2000s	Steel Frame	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.00016798
CR06	2000s	Steel Frame	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.000177479
CR07	2000s	Steel Frame	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.000212766
CR08	2000s	Steel Frame	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.000278513
CR09	2000s	Steel Frame	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.00250942
CR10	2000s	Steel Frame	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	9.70E-05
CR11	2000s	Steel Frame	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.000240025
CR02	1940s	Steel Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	2.64E-05
CR05	1940s	Steel Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	1.13E-05
CR03	1940s	Steel Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	5.69E-05
CR04	1940s	Steel Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	0.000124231
CR06	1940s	Steel Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	2.15E-05
CR07	1940s	Steel Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	0.000535201
CR08	1940s	Steel Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	0.000102569
CR09	1940s	Steel Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	0.000309106
CR10	1940s	Steel Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	1.39E-05
CR11	1940s	Steel Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	9.17E-05
CR02	2010s	Steel Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	7.01E-05
CR05	2010s	Steel Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	6.84E-05
CR03	2010s	Steel Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	6.90E-05
CR04	2010s	Steel Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	9.38E-05
CR06	2010s	Steel Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	0.000110826
CR07	2010s	Steel Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	0.000148971
CR08	2010s	Steel Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	0.000204283
CR09	2010s	Steel Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	0.00103587
CR10	2010s	Steel Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	4.72E-05
CR11	2010s	Steel Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	0.00014756
CR02	<1940	Wood Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	0.00939084
CR05	<1940	Wood Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	0.00281216
CR03	<1940	Wood Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	0.009817
CR04	<1940	Wood Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	0.0169877
CR06	<1940	Wood Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	0.0034555
CR07	<1940	Wood Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	0.0214376
CR08	<1940	Wood Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	0.0118007
CR09	<1940	Wood Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	0.00931878
CR10	<1940	Wood Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	0.00036665
CR11	<1940	Wood Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	0.00895326
CR02	1950s	Wood Frame	0.090909091	0.323232323	0.454545455	0.131313131	0	0	0	0	0	0	0	0	0	0	0	0	0.00501385
CR05	1950s	Wood Frame	0.090909091	0.323232323	0.454545455	0.131313131	0	0	0	0	0	0	0	0	0	0	0	0	0.0023711
CR03	1950s	Wood Frame	0.090909091	0.323232323	0.454545455	0.131313131	0	0	0	0	0	0	0	0	0	0	0	0	0.00391232
CR04	1950s	Wood Frame	0.090909091	0.323232323	0.454545455	0.131313131	0	0	0	0	0	0	0	0	0	0	0	0	0.00943174
CR06	1950s	Wood Frame	0.090909091	0.323232323	0.454545455	0.131313131	0	0	0	0	0	0	0	0	0	0	0	0	0.00248335
CR07	1950s	Wood Frame	0.090909091	0.323232323	0.454545455	0.131313131	0	0	0	0	0	0	0	0	0	0	0	0	0.0111104
CR08	1950s	Wood Frame	0.090909091	0.323232323	0.454545455	0.131313131	0	0	0	0	0	0	0	0	0	0	0	0	0.010541
CR09	1950s	Wood Frame	0.090909091	0.323232323	0.454545455	0.131313131	0	0	0	0	0	0	0	0	0	0	0	0	0.0145721
CR10	1950s	Wood Frame	0.090909091	0.323232323	0.454545455	0.131313131	0	0	0	0	0	0	0	0	0	0	0	0	0.00143775
CR11	1950s	Wood Frame	0.090909091	0.323232323	0.454545455	0.131313131	0	0	0	0	0	0	0	0	0	0	0	0	0.0135504
CR02	1960s	Wood Frame	0.059405941	0.148514851	0.435643564	0.237623762	0.118811881	0	0	0	0	0	0	0	0	0	0	0	0.0047407
CR05	1960s	Wood Frame	0.059405941	0.148514851	0.435643564	0.237623762	0.118811881	0	0	0	0	0	0	0	0	0	0	0	0.0024814
CR03	1960s	Wood Frame	0.059405941	0.148514851	0.435643564	0.237623762	0.118811881	0	0	0	0	0	0	0	0	0	0	0	0.00370846
CR04	1960s	Wood Frame	0.059405941	0.148514851	0.435643564	0.237623762	0.118811881	0	0	0	0	0	0	0	0	0	0	0	0.00750475
CR06	1960s	Wood Frame	0.059405941	0.148514851	0.435643564	0.237623762	0.118811881	0	0	0	0	0	0	0	0	0	0	0	0.00313957
CR07	1960s	Wood Frame	0.059405941	0.148514851	0.435643564	0.237623762	0.118811881	0	0	0	0	0	0	0	0	0	0	0	0.00937933
CR08	1960s	Wood Frame	0.059405941	0.148514851	0.435643564	0.237623762	0.118811881	0	0	0	0	0	0	0	0	0	0	0	0.0113704
CR09	1960s	Wood Frame	0.059405941	0.148514851	0.435643564	0.237623762	0.118811881	0	0	0	0	0	0	0	0	0	0	0	0.0148627
CR10	1960s	Wood Frame	0.059405941	0.148514851	0.435643564	0.237623762	0.118811881	0	0	0	0	0	0	0	0	0	0	0	0.00222965
CR11	1960s	Wood Frame	0.059405941	0.148514851	0.435643564	0.237623762	0.118811881	0	0	0	0	0	0	0	0	0	0	0	0.0132489
CR02	1970s	Wood Frame	0	0.060606061	0.717171717	0.121212121	0.101010101	0	0	0	0	0	0	0	0	0	0	0	0.00718047
CR05	1970s	Wood Frame	0	0.060606061	0.717171717	0.121212121	0.101010101	0	0	0	0	0	0	0	0	0	0	0	0.0056074
CR03	1970s	Wood Frame	0	0.060606061	0.717171717	0.121212121	0.101010101	0	0	0	0	0	0	0	0	0	0	0	0.00429753
CR04	1970s	Wood Frame	0	0.060606061	0.717171717	0.121212121	0.101010101	0	0	0	0	0	0	0	0	0	0	0	0.00950175
CR06	1970s	Wood Frame	0	0.060606061	0.717171717	0.121212121	0.101010101	0	0	0	0	0	0	0	0	0	0	0	0.00570533
CR07	1970s	Wood Frame	0	0.060606061	0.717171717	0.121212121	0.101010101	0	0	0	0	0	0	0	0	0	0	0	0.00868765
CR08	1970s	Wood Frame	0	0.060606061	0.717171717	0.121212121	0.101010101	0	0	0	0	0	0	0	0	0	0	0	0.015905
CR09	1970s	Wood Frame	0	0.060606061	0.717171717	0.121212121	0.101010101	0	0	0	0	0	0	0	0	0	0	0	0.0236358
CR10	1970s	Wood Frame	0	0.060606061	0.717171717	0.121212121	0.101010101	0	0	0	0	0	0	0	0	0	0	0	0.00461693
CR11	1970s	Wood Frame	0	0.060606061	0.717171717	0.121212121	0.101010101	0	0	0	0	0	0	0	0	0	0	0	0.0171974
CR02	1980s	Wood Frame	0	0.060606061	0.717171717	0.121212121	0.101010101	0	0	0	0	0	0	0	0	0	0	0	0.00523136
CR05	1980s	Wood Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	0.00449229
CR03	1980s	Wood Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	0.00454453
CR04	1980s	Wood Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	0.00765777
CR06	1980s	Wood Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	0.00418699
CR07	1980s	Wood Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	0.00972031
CR08	1980s	Wood Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	0.0157161
CR09	1980s	Wood Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	0.0279682
CR10	1980s	Wood Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	0.0058417
CR11	1980s	Wood Frame	0	0	0	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	0.015315
CR02	1990s	Wood Frame	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.00650807
CR05	1990s	Wood Frame	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.00562427
CR03	1990s	Wood Frame	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.00293779
CR04	1990s	Wood Frame	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0100346
CR06	1990s	Wood Frame	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.00574301
CR07	1990s	Wood Frame	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.00858443
CR08	1990s	Wood Frame	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0175193
CR09	1990s	Wood Frame	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0294756
CR10	1990s	Wood Frame	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.00745294
CR11	1990s	Wood Frame	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0110442
CR02	2000s	Wood Frame	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.00634911
CR05	2000s	Wood Frame	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.00619032
CR03	2000s	Wood Frame	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.00278101
CR04	2000s	Wood Frame	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.0084166
CR06	2000s	Wood Frame	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.00498059
CR07	2000s	Wood Frame	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.00797383
CR08	2000s	Wood Frame	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.0159999
CR09	2000s	Wood Frame	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.0301308
CR10	2000s	Wood Frame	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.00848072
CR11	2000s	Wood Frame	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.0111604
CR02	1940s	Wood Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	0.00243584
CR05	1940s	Wood Frame	0.31	0.17	0.31	0.14	0.07	0	0	0	0	0	0	0	0	0	0	0	0.00107933
