Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Floor Area	Dependency=Vintage	Option=1 ACH50	Option=2 ACH50	Option=3 ACH50	Option=4 ACH50	Option=5 ACH50	Option=6 ACH50	Option=7 ACH50	Option=8 ACH50	Option=10 ACH50	Option=15 ACH50	Option=20 ACH50	Option=25 ACH50	Option=30 ACH50	Option=40 ACH50	Option=50 ACH50	sampling_probability
7A	750-999	2000s	8.0875E-06	2.16E-03	0.024116784	0.002005262	0.006894802	0.015412677	0.026466171	0.038245001	0.106960798	0.335668687	0.273330015	0.168732199	0	0	0	9.28E-05
7B	750-999	2000s	8.0875E-06	2.16E-03	0.024116784	0.002005262	0.006894802	0.015412677	0.026466171	0.038245001	0.106960798	0.335668687	0.273330015	0.168732199	0	0	0	3.10E-05
1A	0-499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	7.43E-06
2A	0-499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000100893
2B	0-499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	1.94E-05
3A	0-499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000103057
3B	0-499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	8.95E-05
3C	0-499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	2.70E-05
4A	0-499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000185906
4B	0-499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	3.93E-06
4C	0-499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	4.45E-05
5A	0-499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000142983
5B	0-499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	3.27E-05
6A	0-499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	5.02E-05
6B	0-499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	1.03E-05
7A	0-499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	1.04E-05
7B	0-499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	5.58E-07
1A	1000-1499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000181271
2A	1000-1499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.00193331
2B	1000-1499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.00027136
3A	1000-1499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.00190577
3B	1000-1499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000664984
3C	1000-1499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000186394
4A	1000-1499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.00222129
4B	1000-1499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	6.89E-05
4C	1000-1499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000306267
5A	1000-1499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.00150388
5B	1000-1499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000612778
6A	1000-1499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000535032
6B	1000-1499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000160684
7A	1000-1499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000133357
7B	1000-1499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	1.21E-05
1A	1500-1999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	7.68E-05
2A	1500-1999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.00173403
2B	1500-1999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000235589
3A	1500-1999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.00166185
3B	1500-1999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000682034
3C	1500-1999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000110203
4A	1500-1999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.00154087
4B	1500-1999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	5.76E-05
4C	1500-1999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000285938
5A	1500-1999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.0012076
5B	1500-1999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000452801
6A	1500-1999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000362718
6B	1500-1999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000112573
7A	1500-1999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	5.34E-05
7B	1500-1999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	8.20E-06
1A	2000-2499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	4.74E-05
2A	2000-2499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.00120414
2B	2000-2499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000180648
3A	2000-2499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.00115672
3B	2000-2499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000586727
3C	2000-2499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	8.78E-05
4A	2000-2499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.00125162
4B	2000-2499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	3.52E-05
4C	2000-2499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000269385
5A	2000-2499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000986243
5B	2000-2499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000321691
6A	2000-2499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000323746
6B	2000-2499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	1.88E-05
7A	2000-2499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	6.05E-05
7B	2000-2499	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	9.94E-07
1A	2500-2999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	4.59E-05
2A	2500-2999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000892489
2B	2500-2999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	9.38E-05
3A	2500-2999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000956619
3B	2500-2999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000376955
3C	2500-2999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	5.89E-05
4A	2500-2999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.00105373
4B	2500-2999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	2.02E-05
4C	2500-2999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000191726
5A	2500-2999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000813242
5B	2500-2999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000184401
6A	2500-2999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000358
6B	2500-2999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	3.03E-05
7A	2500-2999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	5.19E-05
7B	2500-2999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	2.22E-06
1A	3000-3999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	3.09E-05
2A	3000-3999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.00130916
2B	3000-3999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000202811
3A	3000-3999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.00127293
3B	3000-3999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000448679
3C	3000-3999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	6.43E-05
4A	3000-3999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.0011565
4B	3000-3999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	4.04E-05
4C	3000-3999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.00018789
5A	3000-3999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000744864
5B	3000-3999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000409499
6A	3000-3999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000256629
6B	3000-3999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	8.66E-05
7A	3000-3999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	4.74E-05
7B	3000-3999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	6.47E-06
1A	4000+	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	1.84E-05
2A	4000+	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000659836
2B	4000+	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	8.52E-05
3A	4000+	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000627633
3B	4000+	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	8.88E-05
3C	4000+	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	3.63E-06
4A	4000+	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000551021
4B	4000+	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	1.33E-05
4C	4000+	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	1.19E-05
5A	4000+	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000444478
5B	4000+	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.0001276
6A	4000+	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000147339
6B	4000+	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	3.68E-06
7A	4000+	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	2.81E-05
7B	4000+	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	1.70E-07
1A	500-749	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	4.84E-05
2A	500-749	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000564956
2B	500-749	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	5.46E-05
3A	500-749	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.00055924
3B	500-749	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000432808
3C	500-749	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000145467
4A	500-749	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000641302
4B	500-749	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	1.79E-05
4C	500-749	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000252994
5A	500-749	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000397606
5B	500-749	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000156423
6A	500-749	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000104711
6B	500-749	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	2.31E-05
7A	500-749	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	2.35E-05
7B	500-749	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	1.15E-06
1A	750-999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000109684
2A	750-999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000954957
2B	750-999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000113814
3A	750-999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.00114711
3B	750-999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.00048263
3C	750-999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000138114
4A	750-999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.00151562
4B	750-999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	3.87E-05
4C	750-999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000258943
5A	750-999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000902571
5B	750-999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000305912
6A	750-999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000324623
6B	750-999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	0.000120655
7A	750-999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	7.04E-05
7B	750-999	2010s	9.12569E-06	2.44E-03	0.000150994	0.001237305	0.004632484	0.011126145	0.020312704	0.030953985	0.092796274	0.328563126	0.302537677	0.205243445	0	0	0	7.99E-06
1A	0-499	<1940	0	1.73194E-06	8.51E-05	7.99E-04	3.35E-03	0.008835719	0.026833466	0.012505517	0.047159964	0.249251139	0.339569328	0.311611282	0	0	0	2.69E-05
