Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Floor Area	Dependency=Vintage	Option=1 ACH50	Option=2 ACH50	Option=3 ACH50	Option=4 ACH50	Option=5 ACH50	Option=6 ACH50	Option=7 ACH50	Option=8 ACH50	Option=10 ACH50	Option=15 ACH50	Option=20 ACH50	Option=25 ACH50	Option=30 ACH50	Option=40 ACH50	Option=50 ACH50	sampling_probability
1A	0-499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	1.88E-05
2A	0-499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	6.57E-05
2B	0-499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	9.64E-06
3A	0-499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	9.10E-05
3B	0-499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.00023807
3C	0-499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	5.92E-05
4A	0-499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000551132
4B	0-499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	7.37E-06
4C	0-499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	4.42E-05
5A	0-499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000438916
5B	0-499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	3.85E-05
6A	0-499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	8.71E-05
6B	0-499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	6.94E-06
7A	0-499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	9.81E-06
7B	0-499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	4.78E-07
1A	1000-1499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000138054
2A	1000-1499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.00105476
2B	1000-1499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000127106
3A	1000-1499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.00171459
3B	1000-1499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.00185138
3C	1000-1499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000514038
4A	1000-1499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.00382496
4B	1000-1499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000132984
4C	1000-1499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000503582
5A	1000-1499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.00468789
5B	1000-1499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000447427
6A	1000-1499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000934084
6B	1000-1499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000103637
7A	1000-1499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000134322
7B	1000-1499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	6.78E-06
1A	1500-1999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	7.93E-05
2A	1500-1999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000622616
2B	1500-1999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	6.73E-05
3A	1500-1999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.00103305
3B	1500-1999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000901269
3C	1500-1999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000262751
4A	1500-1999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.00246155
4B	1500-1999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	8.11E-05
4C	1500-1999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000285044
5A	1500-1999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.00298647
5B	1500-1999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000273538
6A	1500-1999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000641019
6B	1500-1999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000124372
7A	1500-1999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	9.24E-05
7B	1500-1999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	9.06E-06
1A	2000-2499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	3.90E-05
2A	2000-2499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000289865
2B	2000-2499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	3.65E-05
3A	2000-2499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000455887
3B	2000-2499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000453058
3C	2000-2499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.00015034
4A	2000-2499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.00120436
4B	2000-2499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	4.03E-05
4C	2000-2499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000136009
5A	2000-2499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.00165772
5B	2000-2499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000169065
6A	2000-2499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000396666
6B	2000-2499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	5.21E-05
7A	2000-2499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	6.41E-05
7B	2000-2499	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	3.79E-06
1A	2500-2999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	1.71E-05
2A	2500-2999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000111302
2B	2500-2999	1940s	2.22E-08	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	7.62E-06
3A	2500-2999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000161036
3B	2500-2999	1940s	2.22E-08	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000135976
3C	2500-2999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	5.00E-05
4A	2500-2999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000518268
4B	2500-2999	1940s	1.11E-08	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	1.37E-05
4C	2500-2999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	5.42E-05
5A	2500-2999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000523524
5B	2500-2999	1940s	1.11E-08	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	5.36E-05
6A	2500-2999	1940s	1.11E-08	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000168902
6B	2500-2999	1940s	7.41E-09	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	2.68E-05
7A	2500-2999	1940s	1.11E-08	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	3.32E-05
7B	2500-2999	1940s	7.41E-09	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	1.75E-06
1A	3000-3999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	1.86E-05
2A	3000-3999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	7.29E-05
2B	3000-3999	1940s	1.11E-07	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	7.01E-06
3A	3000-3999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000133533
3B	3000-3999	1940s	1.11E-07	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000107395
3C	3000-3999	1940s	2.59E-08	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	4.22E-05
4A	3000-3999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000365659
4B	3000-3999	1940s	6.67E-08	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	9.67E-06
4C	3000-3999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	3.40E-05
5A	3000-3999	1940s	7.41E-09	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000382876
5B	3000-3999	1940s	6.67E-08	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	4.19E-05
6A	3000-3999	1940s	5.93E-08	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000112388
6B	3000-3999	1940s	4.07E-08	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	1.56E-05
7A	3000-3999	1940s	5.93E-08	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	1.93E-05
7B	3000-3999	1940s	4.07E-08	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	1.17E-06
1A	4000+	1940s	3.71E-05	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	8.42E-06
2A	4000+	1940s	3.71E-05	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	4.41E-05
2B	4000+	1940s	0.000972911	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	2.25E-06
3A	4000+	1940s	0.000217756	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	7.57E-05
3B	4000+	1940s	0.000972911	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	6.23E-05
3C	4000+	1940s	0.000653522	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	2.31E-05
4A	4000+	1940s	0.000132267	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000251834
4B	4000+	1940s	0.000842489	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	3.14E-06
4C	4000+	1940s	0.000210378	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	2.15E-05
5A	4000+	1940s	0.000492678	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000214539
5B	4000+	1940s	0.000842489	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	1.07E-05
6A	4000+	1940s	0.000828244	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	7.38E-05
6B	4000+	1940s	0.0007568	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	8.21E-07
7A	4000+	1940s	0.000828244	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	1.29E-05
7B	4000+	1940s	0.0007568	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	2.42E-08
1A	500-749	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	4.90E-05
2A	500-749	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000208684
2B	500-749	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	2.73E-05
3A	500-749	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000283671
3B	500-749	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000514799
3C	500-749	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000124502
4A	500-749	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.00137661
4B	500-749	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	2.45E-05
4C	500-749	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000110957
5A	500-749	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.00115921
5B	500-749	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000101698
6A	500-749	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000180739
6B	500-749	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	2.08E-05
7A	500-749	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	2.08E-05
7B	500-749	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	1.14E-06
1A	750-999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000107146
2A	750-999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000500644
2B	750-999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	5.44E-05
3A	750-999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000773818
3B	750-999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000783963
3C	750-999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.00019823
4A	750-999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.00243349
4B	750-999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	5.36E-05
4C	750-999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000173955
5A	750-999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.00250831
5B	750-999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000195019
6A	750-999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	0.000472429
6B	750-999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	6.20E-05
7A	750-999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	6.23E-05
7B	750-999	1940s	0	2.07977E-06	1.02E-04	9.59E-04	4.02E-03	0.010610179	0.02098914	0.021920705	0.072006321	0.299064172	0.322833526	0.247492147	0	0	0	4.04E-06
1A	0-499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	4.51E-05
2A	0-499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000164139
2B	0-499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	3.46E-05
3A	0-499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00020413
